index,contents,class
ad,"  여성 남성 잡화/슈즈 골프/스포츠 아울렛
    LFmall 앱 다운로드
앱 다운로드 후 특별한 혜택을 누려보세요!
상품가격은 메일 오픈 시점 및 당사 사정에 따라 변경 될 수 있습니다.
본 메일은 회원님의 메일 수신 동의하에 발송 되었습니다.
이메일 수신을 더 이상 원하지 않으시는 회원님은 수신거부 를 클릭해 주시기 바랍니다. 단, 시스템 적용으로 2~3일 소요될 수 있으므로, 수신거부일로 부터 2~3일내에 메일이 발송된 경우 양해 부탁드립니다.
If you don't want to receive this e-mail anymore, Please click here.
본 메일은 발신전용 메일 입니다. 문의는 고객센터를 이용해 주세요.
사업자등록번호 : 211-87-87724 I 통신판매업신고 : 제 2010-서울강남-00066호 I 개인정보 보호책임자 : 강승훈 I 청소년 보호책임자 : 이재익 I 대표전화: 1544-5114 I 팩스: 031-360-0004 서울 강남구 언주로 870 (주)LF 대표이사 오규식, 온라인사업총괄 도한준
COPYRIGHT? (주)LF. ALL RIGHTS RESERVED.",
ham,"대학생 으에에에에엑님을 위한
??오늘의 링커리어 뉴스레터 순서??

1. ??오늘의 대학생 트렌드
     ""취준생이 대기업 가려는 이유""
2. ??MZ세대 취향저격 대외활동 공고
     ""CU덕후 外 대외활동 공고""
3. ??링커리어 합격후기
     ""무스펙으로 인기 대외활동 합격한 썰""
     ""역대급이었던 대외활동 면접 선물.jpg""
4. ??링커리어 인기글
     ""MZ세대가 선호하는 상사 유형""
     ""면접관을 당황하게 하는 말.jpg""
??내 성향에 맞는 기업은 어디일까?

 안녕 으에에에에엑님! 시험기간이라 바쁘지ㅠ
사람들이 학점 잘 받고 스펙 쌓으려는 이유가
바로 좋은 대기업에 들어가기 위해서잖아!
그래서 오늘은 링커리어가 취준생들이
대기업에 매달리는 이유를 알려줄게!

본사와 하청업체의 가장 큰 차이는 바로 연봉이야??
지금 채용중인 기아자동차 연봉을 기준으로 볼 때
사내하청과의 연봉 차이가 엄청 크다는데
정확한 연봉이 궁금하다면 여기를 클릭해봐!

대기업 가야하는 이유
??총 120명 뽑는 중! 활동비 받아가요!
[CU] CU덕후 39기 (~4/13)
지원하기
??입사 서류 면제해드림!
[하림] 하림 유니버스 2기 (~4/24)
지원하기
??하루만 오프라인! 나머지 비대면이에요!
[조선일보] 현장 서포터즈 (~4/24)
지원하기
??인턴까지 시켜드릴게요!
[체리픽] 서포터즈 1기 (~4/23)
지원하기
??장학금 150만원 주는!
[LH토지공사] 대학생 멘토 (~4/24)
지원하기
??CU 신상 첫번째로 먹어봤습니다
      편의점 음식을 좋아한다면 누구나 할 수 있는 대외활동!
현재 4월 13일까지 CU 덕후 39기를 모집하고 있어?
CU 신상품 제일 먼저 먹어볼 수 있음+ 활동비까지 준다하니 다들 지원 ㄱㄱ!

 오늘은 37기 선배의 합격 꿀팁을 가져왔어!!
CU에 대한 관심도만 있으면 누구나 지원 가능하다는 CU 덕후?
경쟁률이 어마어마 하다고 해 CU 덕후에 합격하고 싶다면

지금부터 OO은 꼭 하라는데!
누구나 할 수 있는 거니 이거 보고 합격할 사람들은 여기로 들어와??
CU덕후 후기
??하림 입사시 혜택 주는 대외활동
   현재 4월 24일까지 하림 유니버스 2기를 모집하고 있어!
활동비 지급+하림 입사시 서류 면제 등등 어마어마한 혜택이
기다리고 있으니 다들 얼른 지원해봐

 오늘은 1기 선배의 합격 후기를 가져왔어!!
하림 유니버스 지원 서류에는 14개의 질문이 있었다고 해??
선배가 특별히 각 문항 별 작성 꿀팁을 알려줬어!

또 면접에 ‘이걸’ 만들어서 갔다는 선배.. 하림 면접관들이 하림 홍보에
쓰면 안 되냐고 했다는데?? 이게 뭔지 궁금하면 여기로 들어와!
하림 유니버스 후기
??MZ세대가 선호하는 상사 유형
??면접관을 당황하게 하는 말.jpg

??오늘의 링커리어 뉴스레터는 어땠나요?
후기를 남겨주세요!??

(주)링커리어
linkareer_cs@specupad.com
서울특별시 강남구 역삼로 114 070
수신거부 누르면 슬프겠지만 보내드릴게요 つ?⊂",
ham,"우승우님을 위한
4월 둘째 주 채용소식지
취업 뉴스
직장인 48.5% ‘워커홀릭이다!’
워커홀릭 직장인, 일주일에 2~3회(53.8%) ‘야근’… 번아웃 잦아(77.8%)
더보기  
전공별 TOP 100 인기공고
1
CJ
CJ그룹 신입사원 모집  ~04/17(월)
2
동국제약㈜
각 부문 신입/경력 채용  ~04/13(목)
3
㈜교보문고
㈜교보문고 경력/신입 사원 모집  ~04/16(일)
4
㈜지아이티
현대자동차 그룹사 (주)지아이티 상반기 대규모 수시 채용 (경력/신입)  ~04/16(일)
5
㈜대학내일
대학내일ES 수시채용(HRM, 재무회계, 마케팅AE, 디자이너)  ~04/17(월)
더보기  
기업분석보고서
엠즈씨드㈜
재무제표 및 사업보고서
롯데칠성음료(주)
최신 트렌드 분석
(주)에스원
재무제표 및 사업보고서
㈜GS홈쇼핑
고객/자사/경쟁사 분석
더보기  
선배들의 합격자료
합격자소서
|
인적성후기
|
면접후기
|
합격스펙
직무인터뷰
바이오 의약품의 원자재를 고객사에 제공합니다
기술영업   |   머크㈜
글로벌 화학기업에서 특수가스를 생산합니다
에너지/화학   |   머크㈜
더보기  
취업 고민이 있으신가요?
이력서를 등록하고 동문 선배에게 상담하세요!
이력서 등록하기
이벤트&설문
영화<65>예매권 이벤트! 기대평 댓글 남기고 예매권 받아 가자!
이벤트
[이벤트] 4월엔 꽃가루를 날려, 잡코와 선물을 터뜨려!
이벤트
더보기  
매일 등록되는 채용정보를 놓치지 않고 받으실 수 있어요.
  받아볼래요
이력서를 등록하시면,
큐레이션 된 소식을 받으실 수 있습니다.
이력서 등록하기
본 메일은 발신 전용 메일입니다. 메일수신을 원치 않으시면 [수신거부]를 눌러주십시오.
If you are not a member or do not want to receive it, please click a [Return button]
잡코리아(유)   |   사업자등록번호 : 110-81-34859   |   대표자 : 윤현준   |   대표전화 : 1588-9350
주소 : 서울특별시 서초구 서초대로 301 동익성봉빌딩 16~18층
ⓒ JOBKOREA Corp",
ad,"  여성 남성 잡화/슈즈 골프/스포츠 아울렛
    LFmall 앱 다운로드
앱 다운로드 후 특별한 혜택을 누려보세요!
상품가격은 메일 오픈 시점 및 당사 사정에 따라 변경 될 수 있습니다.
본 메일은 회원님의 메일 수신 동의하에 발송 되었습니다.
이메일 수신을 더 이상 원하지 않으시는 회원님은 수신거부 를 클릭해 주시기 바랍니다. 단, 시스템 적용으로 2~3일 소요될 수 있으므로, 수신거부일로 부터 2~3일내에 메일이 발송된 경우 양해 부탁드립니다.
If you don't want to receive this e-mail anymore, Please click here.
본 메일은 발신전용 메일 입니다. 문의는 고객센터를 이용해 주세요.
사업자등록번호 : 211-87-87724 I 통신판매업신고 : 제 2010-서울강남-00066호 I 개인정보 보호책임자 : 강승훈 I 청소년 보호책임자 : 이재익 I 대표전화: 1544-5114 I 팩스: 031-360-0004 서울 강남구 언주로 870 (주)LF 대표이사 오규식, 온라인사업총괄 도한준
COPYRIGHT? (주)LF. ALL RIGHTS RESERVED.",
ad,"  여성 남성 잡화/슈즈 골프/스포츠 아울렛
    LFmall 앱 다운로드
앱 다운로드 후 특별한 혜택을 누려보세요!
상품가격은 메일 오픈 시점 및 당사 사정에 따라 변경 될 수 있습니다.
본 메일은 회원님의 메일 수신 동의하에 발송 되었습니다.
이메일 수신을 더 이상 원하지 않으시는 회원님은 수신거부 를 클릭해 주시기 바랍니다. 단, 시스템 적용으로 2~3일 소요될 수 있으므로, 수신거부일로 부터 2~3일내에 메일이 발송된 경우 양해 부탁드립니다.
If you don't want to receive this e-mail anymore, Please click here.
본 메일은 발신전용 메일 입니다. 문의는 고객센터를 이용해 주세요.
사업자등록번호 : 211-87-87724 I 통신판매업신고 : 제 2010-서울강남-00066호 I 개인정보 보호책임자 : 강승훈 I 청소년 보호책임자 : 이재익 I 대표전화: 1544-5114 I 팩스: 031-360-0004 서울 강남구 언주로 870 (주)LF 대표이사 오규식, 온라인사업총괄 도한준
COPYRIGHT? (주)LF. ALL RIGHTS RESERVED.",
ham,"예비군 교육훈련 소집통지서
제 03-2301161017291 호
성명 우승우 계급 병장 군번
도착시간 훈련당일 0900까지 훈련장 입소
  2023년 4월 12일
제5708부대   
예비군 교육훈련 준수사항
1. 훈련입소는 0900시까지이며 이후에 도착하면 불참 처리되오니 시간을 준수해 주시기 바랍니다.
2. 예비군복을 착용할 때에는 복장과 용모를 단정히 하고 예비군으로서의 품위를 유지해 주시기 바랍니다.
(예비군모, 예비군화, 요대, 예비군표지장, 고무링을 함께 착용)
3. 신분을 확인할 수 있는 증명서(주민등록증, 여권, 운전면허증 등)를 지참하셔야합니다.
4. 예비군훈련 중 휴대전화를 포함한 전자기기 사용은 불가합니다. 훈련 입소 시 휴대전화를 포함한 전자기기를 훈련부대에 자율적으로 맡겨 주시기 바랍니다.
5. 훈련시간
  * 기본 09:00~18:00(개인별 8시간)
교통체증이 염려되니 늦어도 08시 50분까지는 훈련장에 도착하기 바랍니다.
6. 훈련장 위치 및 교통편 안내
  용인시 운학과학화 예비군 훈련장 [경기 용인시 처인구 묵동로 73-1]
*'용인예비군훈련장'으로 검색시 '동원훈련장'으로 잘못 안내됨

복장 미착용시 훈련장입소 불가 / 전투복, 전투화가 안맞는 경우 사전 예비군연대로 대여를 예약하고, 훈련장에 반드시 휴대하여 입소해야함
7. 이 통지서를 본인을 대리하여 받았을 때에는 본인에게 즉시 전달해 주시기 바랍니다.
8. 다음의 경우에는 예비군법 제15조(벌칙) 규정에 의하여 처벌을 받게 됩니다.
  *소집통지서를 전달할 의무가 있는 사람이 정당한 사유없이 전달하지 아니하거나 지연 또는 파기하였을 경우
  *소집통지서를 수령할 의무가 있는 사람이 거부하였을 경우

9. 기타 문의사항은 해당 소속 예비군부대로 연락(☎031-280-3596)하시기 바랍니다.
예비군훈련제도! 알아두면 편리합니다.
▣전국단위훈련이란? 예비군이 전국의 원하는 예비군훈련장에 훈련을 신청하여 실시하는 제도
▣훈련일정자율선택이란? 예비군이 예비군홈페이지,앱에 공시된 훈련 일정 중 본인이 원하는 일자에 훈련을 실시하는 제도
▣휴일예비군 훈련이란? 예비군이 휴일에 훈련을 신청하여 시행하는 제도
▣훈련연기란? 예비군 훈련 소집을 통보받은 자가 정당한 사유로 훈련 일정을 미루는 것
▣보류란? 예비군법과 국방부 방침으로 예비군의 동원 및 훈련소집의 전부 또는 일부를 이수한 것으로 처리하는 것
※자세한 내용 및 신청절차 등은 소속 예비군부대로 문의 확인하시기 바랍니다.",
ham,"이 메일이 잘 안보이시나요?
""돈 벌려고 취업하는데, 취업 준비하다가 돈 다 쓰겠네..""
취업 준비로 허리띠 졸라맨 취업준비생 으에에에에엑님을 위해 링커리어가 무료 현직자 멘토링을 준비했어요!
자기소개서, 면접, 직무 설정 등 다양한 취업 고민을 남겨주시면, 현직자가 무료로 조언해드립니다! (24시간 이내 답변은 덤..!!)
지금 무료 참여하기
??지금 링키들은 이런 고민을 남기고 있어요!
?아직도 대기업 학벌 마지노선이 있나요?
대기업들은 학벌 많이 본다는 소문을 들었는데 맞나요?
영업직군 제외하고 특히 문과 직무는 학벌을 많이 본다고 해서 궁금합니다.

?? LG전자 ESG 멘토님이 답변을 남겼어요. (클릭)
?대외활동이 왜 취업에 도움이 되나요?
대외활동이 왜 취업에 도움이 되는지 궁금합니다!
팀플있는 대외활동은 협업 소통 능력을 강조할 수 있어서 그런 건가요?

?? 쿠팡 서비스기획 멘토님이 답변을 남겼어요. (클릭)
?자유형식 자기소개서 어떻게 쓰면 좋을까요?
자기소개서 자유형식인 경우, 어떤 문항을 넣어서 작성하는 게 좋을까요?
몇 문항 정도가 적당한지도 궁금합니다.

?? 삼성전자 연구개발 멘토님이 답변을 남겼어요. (클릭)
??대기업 현직자에게 1:1로 취업 상담 받아보세요!
삼성전자, SK하이닉스, 쿠팡 등 국내 최고 기업 현직자에게 스펙 쌓는 법, 자소서와 면접 꿀팁 등 다양한 취업 준비에 관해 물어보세요!  
현직자와 함께 하기
?인턴/신입/취업 고민이 있으세요?
고민이 있는 대학생이라면 누구나! 이용권 없어도!
무제한 열람, 질문 가능한 링커리어에서 현직자에게 질문해보세요!

??으에에에에엑님이 원하는 기업 현직자 멘토님이 답변을 남겼어요.
100명 이상 다양한 기업/직무의 멘토님들이 여러분의 질문을 기다립니다!
지금 질문하러 가기",
ham,"안녕하세요, 미리캔버스입니다.

미리캔버스에서 더 나은 서비스를 제공하기 위해 동영상 서비스에 대한
설문조사를 진행하려고 합니다.
여러분들의 소중한 의견을 듣고 더욱 발전하는 미리캔버스가 되겠습니다.
설문조사에 참여하시려면 아래 링크로 접속해주세요.

[설문조사 참여]

감사합니다.
미리캔버스 드림
미리캔버스 회원님께 발송되는 메일입니다. 수신 거부를 하시려면 여기를 클릭하세요.
If you don't want to receive this e-mail any more, please click here.
(주)미리디 서울특별시 구로구 디지털로31길 12 8층 1800-7848 miricanvas@miricanvas.com
ⓒMIRI.DIH. All rights reserved.",
spam,"당신이 ... 이 이메일을 읽을 수 없습니다. 클릭하세요.hier
    정밀 제어가 가능한 세계 최고의 식칼을 지금 구매하고 70% 할인 받으세요
  흠잡을 데 없이 강하고 아름다운 저희는 고품질 스테인리스 스틸을 사용하고 수백 년 된 일본 대장간 기술에서 영감을 얻어 칼을 만듭니다.
  극도로 날카로운
  스테인리스 스틸 및 리얼 오크재
  녹슬지 않고 항상 날카롭게 유지됩니다.
  지금 -70% 확보
  고객 경험
    ""이것은 서양에서 가장 일반적인 스타일의 셰프 나이프입니다. 블레이드의 배는 뚜렷한 곡선을 가지고 있으며 날카로운 지점으로 가늘어집니다. 흔들리는 동작으로 자르는 것을 선호하는 경우에 이상적입니다(즉, 칼이 절대 떠나지 않고 도마를 사용하여 배를 만곡시켜 음식을 자르는 경우).""
    ""미학적으로 만족스럽고 내구성이 매우 뛰어납니다. 블레이드는 곡선이 좋아 가운데 손가락을 편안하게 올려 놓을 수 있습니다. 어떤 종류의 야채와 고기도 쉽게 다질 수 있습니다. 저렴한 요리사의 칼을 찾고 있다면 Huusk Japan을 구입하십시오.""
    지금 주문하세요
 
Unsubscribe
K. Donelai?io g. 60, LT-44248 Kaunas",
spam,"당신이 ... 이 이메일을 읽을 수 없습니다. 클릭하세요. h ie r
    정밀 제어가 가능한 세계 최고의 식칼을 지금 구매하고 70% 할인 받으세요
  흠잡을 데 없이 강하고 아름다운 저희는 고품질 스테인리스 스틸을 사용하고 수백 년 된 일본 대장간 기술에서 영감을 얻어 칼을 만듭니다.
  극도로 날카로운
  스테인리스 스틸 및 리얼 오크재
  녹슬지 않고 항상 날카롭게 유지됩니다.
  지금 -70% 확보
  고객 경험
    "" 이것은 서양에서 가장 일반적인 스타일의 셰프 나이프입니다. 블레이드의 배는 뚜렷한 곡선을 가지고 있으며 날카로운 지점으로 가늘어집니다. 흔들리는 동작으로 자르는 것을 선호하는 경우에 이상적입니다(즉, 칼이 절대 떠나지 않고 도마를 사용하여 배를 만곡시켜 음식을 자르는 경우).""
    ""미학적으로 만족스럽고 내구성이 매우 뛰어납니다. 블레이드는 곡선이 좋아 가운데 손가락을 편안하게 올려 놓을 수 있습니다. 어떤 종류의 야채와 고기도 쉽게 다질 수 있습니다. 저렴한 요리사의 칼을 찾고 있다면 Huusk Japan을 구입하십시오.""
    지금 주문하세요
 ",
ham,"남해 바다와 함께하는 국내로 떠나는 2박 3일 여행지 추천!
국내에서 두번째로 큰 섬인 거제도의 아름다운 자연과 바다로
마음껏 봄을 만끽하러 떠나시는 건 어떠세요?
거제도는 섬 전체가 하나의 관광지라고 할 수 있을 정도로
볼 거리가 가득 합니다.
그중에서도 가장 유명한 몇 곳을 추천해 드립니다.
#매미성 #바람의언덕 #외도 보타니아
가장 먼저 추천하는 곳은
거제를 대표하는 관광명소로 자리잡은 '바람의 언덕'입니다.
사계절 내내 관광객들이 발길이 끊이지 않는 곳이죠!
언덕 한가운데에는 바람의 언덕을 상징하는 풍차가 있는데,
이곳에서 인생샷은 필수 인거 아시죠?
탁트인 바다와 이국적인 풍경도 감상 할 수 있습니다.
바람의 언덕 맞을편 해안가에 신선대도 있으니, 같이 방문해 보시길 추천합니다.
두번째 추천하는 곳은 드라이브 코스로 정말 좋은 '매미성'입니다.
2003년 태풍 매미로 경작지를 잃은 시민 한분이 홀로 쌓아올린 성으로
지금은 정말 거대한 성이되어 많은 분들이 찾는 유명 관광지가 되었습니다.
이곳에서 바라보는 거가대교와 바다가 정말 아름답습니다.
마지막으로 추천하는 곳은
거제도 본섬에서도 유람선을 타고 이동하는 '외도 보타니아' 입니다.
섬 전체가 정원과 수목원으로 가꾸어져 있으며,
4월에는 연산홍이 만발하여 더욱 화려한 섬으로 변신하기도 합니다.
2박 3일의 여행의 묘미는 리조트 내부를 즐기는것도 빼놓을 수 없겠죠?
소노캄 거제에는 다양한 부대시설과 편의시설이 있어,
하루는 온전히 리조트에만 있어도 즐겁게 보낼 수 있습니다.
올인클루시브 패키지 예약하기
자녀와 함께라면 오션어드벤처를! 부모님과 함께라면 마리나베이를!
커플, 우정여행이라면 워터파크, 요트투어 둘다 즐겨보시길 추천합니다.
오션어드벤처 온라인예약
마리나베이 온라인예약
액티비티 키즈 클럽
소노캄 거제 맛집 셰프스키친 디너뷔페도 놓치지 마세요.
미리 온라인 예약 후 방문하시면, 웨이팅 없이 할인가격으로 이용하실 수 있습니다.
위치 : 셰프스 키친
디너뷔페 운영 : 18:00 ~ 21:00 (당일예약은 17시까지 가능)
이용문의 : 055-733-7367~8
셰프스키친 디너뷔페 온라인예약
· 본 메일은 회원님께서 2023년 4월 12일까지 소노인터내셔널 개인정보상에 메일 수신을 동의하신 내용에 근거하여 발송하는 발신전용 메일입니다.
· 만약 더 이상의 메일 수신을 원치 않으시면수신거부를 클릭하십시오.
If you don't want to receive this e-mail anymore,Click here.
· 회원정보의 변경 및 수정은 소노인터내셔널의 회원정보변경에서 수정하실 수 있습니다. 본 메일은 발신전용입니다.
· 자세한 사항은 소노예약센터(1588-4888)로 문의하시기 바랍니다.
(주)소노인터내셔널 강원도 홍천군 서면 한치골길 262
대표이사 : 김정훈, 이광수 개인정보 보호책임자 : 정종훈
사업자등록번호 : 223-81-08341 통신판매업신고 : 2004-강원홍천-00008
E-MAIL : webmaster@daemyungsono.com
소노예약센터 1588-4888 운영시간 09:00 ~ 18:00 (연중무휴)",
ham,"출발 언어
영어
도착 언어
한국어번역하기
Shop The Spring Fever Sale before it’s too late.
Shop The Spring Fever Sale before it’s too late.
30% OFF
SITEWIDE
You’re getting warmerrrrr. Your new favorite outfit is on sale and just a few clicks away.
SHOP MEN
SHOP WOMEN
SHOP KIDS
Online & in stores. Auto-Applied At Checkout.
SHOP 30% OFF IN STORES.   FIND YOUR STORE.
MEN
WOMEN
KIDS
SALE
BECOME A LEVI’S® RED TAB™ MEMBER
Read Our Blog
|
Store Locator
|
Customer Service
DOWNLOAD OUR APP
30% Off Sitewide. Auto-applied.
Offer ends on 4/13/2023 at 11:59pm PST.

Promotion Excludes: Gift Cards, Levi’s® Made & Crafted®, Levi’s® Vintage Clothing, Levi’s® Authorized Vintage, Levi’s® x Ambush, Levi’s® x Stussy, Levi’s® x Daisy Jones, Levi’s® x Nigo, Items ending in $.97, and sale items.

30% Off Sitewide. Auto-applied. Online and in stores. Entire order must be shipped to a single address and customer is responsible for shipping costs of returned merchandise. Discount excludes taxes, gift certificates, gift wrap and packaging/shipping charges. No adjustments on previous purchases. This offer is valid online at levi.com/US/en_US/ and in stores. May not be combined with another offer. Only one promo code per order will be accepted. LS&Co. reserves the right to modify or terminate this offer at any time without notice.
To ensure you receive our emails, please add levis@e.levi.com to your address book.
Privacy Policy Subscribe Get Help Unsubscribe

  Levi Strauss & Co., 1155 Battery Street,
San Francisco, California 94111, United States of America",
ad,"  여성 남성 잡화/슈즈 골프/스포츠 아울렛
    LFmall 앱 다운로드
앱 다운로드 후 특별한 혜택을 누려보세요!
상품가격은 메일 오픈 시점 및 당사 사정에 따라 변경 될 수 있습니다.
본 메일은 회원님의 메일 수신 동의하에 발송 되었습니다.
이메일 수신을 더 이상 원하지 않으시는 회원님은 수신거부 를 클릭해 주시기 바랍니다. 단, 시스템 적용으로 2~3일 소요될 수 있으므로, 수신거부일로 부터 2~3일내에 메일이 발송된 경우 양해 부탁드립니다.
If you don't want to receive this e-mail anymore, Please click here.
본 메일은 발신전용 메일 입니다. 문의는 고객센터를 이용해 주세요.
사업자등록번호 : 211-87-87724 I 통신판매업신고 : 제 2010-서울강남-00066호 I 개인정보 보호책임자 : 강승훈 I 청소년 보호책임자 : 이재익 I 대표전화: 1544-5114 I 팩스: 031-360-0004 서울 강남구 언주로 870 (주)LF 대표이사 오규식, 온라인사업총괄 도한준
COPYRIGHT? (주)LF. ALL RIGHTS RESERVED.",
spam,"주의
이 메일은 [taobao.com]을 통해 발송된 메일이 아닙니다.
보낸 사람의 주소가 실제 발송 주소와 다를 수 있으니 주의하시기 바랍니다.자세히 보기
출발 언어
영어
도착 언어
한국어번역하기
njujlmwaSMCEJAVI
전상품 원플러스원 핫-핫-약-국-비-아
스팸일경우 상단 이미지링크표시- 여기클릭 -











--03a9e408cb0f21ba99337ac0f4301b43cf22 Content-Type: text/plain; charset=""utf-8"" Content-Transfer-Encoding: quoted-printable --03a9e408cb0f21ba99337ac0f4301b43cf22 Content-Type: text/html; charset=""utf-8"" Content-Transfer-Encoding: quoted-printable
--03a9e408cb0f21ba99337ac0f4301b43cf22--",
ham,"??취준생을 위한
채용/취업 정보 리스트

?잡코리아 추천? ?? 4월 2주차 실시간 채용 리스트
https://vo.la/lIzzi
  ★KT★ 2023년 KT 신입사원 채용(~4/24)
http://bit.ly/43h9DPT
  [SAP] 2023 SAP VT/STAR 장기 인턴 채용
http://bit.ly/3GBwvji

[맥시머스] 국민취업지원제도 상담 신청(~4/26)
https://bit.ly/40ZJoex

[멀티캠퍼스] 채용연계 풀스택 개발자 취업 캠프 (~4/17)
https://vo.la/fMYBd
  [고용노동부X멀티캠퍼스] 2023 K-디지털 트레이닝 프론트엔드 개발자 취업캠프
http://bit.ly/3lYXTAw
  [zero-base] '누구나 PM으로 취업하는' PM 스쿨 14기 모집
https://bit.ly/42V8gWB

??대학생을 위한
대외활동/공모전/이벤트 리스트

?? 디지털 분야 취업/창업/연구/창작
??현직자에게 받는 진로 멘토링!
https://bit.ly/3U5JrUb

2023 부산남구 청년소셜리빙랩
https://vo.la/l1wSG

[LH/아이들과미래재단] LH 멘토와 꼬마친구 대학생 멘토 모집 (~4/24)
https://vo.la/6jKx8

[지속가능경영재단] 바이오헬스케어 직무체험 프로그램 참여자 모집(~4/26)
http://bit.ly/3UfMKrG
  [LS ELECTRIC] 블로그 기자단 모집(~4/18)
http://bit.ly/3KLx7Fq
  [경기도일자리재단] 경기도미래기술학교 교육생 모집(~4/24)
http://bit.ly/3ZZVQKl
  iH 인천도시공사 홍보단 2기 모집 (~4/23)
https://vo.la/XBeia
  [★갓스펙 만들기 ]콘텐츠/엔터분야 상장사 취업위한 직무경험 스펙완성 활동 (~4/23)
https://vo.la/P2DTy
  [현대차정몽구재단]  현대차 정몽구 스칼러십 2023 온드림 미래산업 인재 학부/대학원 장학생 모집 (~4/20)
https://vo.la/WDgXp
  [멀티캠퍼스] 실무 프로젝트 기반 금융데이터 분석가 양성 과정 교육생 모집 (~5/3)
https://vo.la/dcyFo

[금융사관학교] 금융사관학교 57기 국제경제전문가 과정 모집 (~4/26)
https://vo.la/AnRvL

[하림] 하림 유니버스 2기 모집
http://bit.ly/3KPbR1F

KEPCO 프렌즈 10기 모집
https://bit.ly/3MBh5zc

[LG에너지솔루션] 글로벌 크리에이터 BETTER LEADERS 2기(~4/18)
https://bit.ly/3TguCxn

[매일e신문X삼성] 갤럭시 워치5, 탭A7  초특가 이벤트!
melea3.imweb.me/main

?취준 필수강의+자료집 패키지 <취업 스타터팩> 무료!
https://vo.la/hYdtR


(주)링커리어
linkareer_cs@specupad.com
서울특별시 강남구 역삼로 114 070
수신거부 Unsubscribe",
