"Title","Authors"
"Align and prompt: Video-and-language pre-training with entity prompts","D Li, J Li, H Li, JC Niebles - Proceedings of the IEEE , 2022 - openaccess.thecvf.com"
"Visual chatgpt: Talking, drawing and editing with visual foundation models","C Wu, S Yin, W Qi, X Wang, Z Tang, N Duan - arXiv preprint arXiv , 2023 - arxiv.org"
"Bitfit: Simple parameter-efficient fine-tuning for transformer-based masked language-models","EB Zaken, S Ravfogel, Y Goldberg - arXiv preprint arXiv:2106.10199, 2021 - arxiv.org"
"E-CRF: Embedded Conditional Random Field for Boundary-caused Class Weights Confusion in Semantic Segmentation","J Zhu, H Huang, B Li, L Wang - arXiv preprint arXiv:2112.07106, 2021 - arxiv.org"
"Segclip: Patch aggregation with learnable centers for open-vocabulary semantic segmentation","H Luo, J Bao, Y Wu, X He, T Li - International Conference on , 2023 - proceedings.mlr.press"
"A generalist framework for panoptic segmentation of images and videos","T Chen, L Li, S Saxena, G Hinton - Proceedings of the , 2023 - openaccess.thecvf.com"
"Explainable deep learning models in medical image analysis","A Singh, S Sengupta, V Lakshminarayanan - Journal of imaging, 2020 - mdpi.com"
"[HTML][HTML] Shifting machine learning for healthcare from development to deployment and from models to data","A Zhang, L Xing, J Zou, JC Wu - Nature Biomedical Engineering, 2022 - nature.com"
"Ssast: Self-supervised audio spectrogram transformer","Y Gong, CI Lai, YA Chung, J Glass -  of the AAAI Conference on Artificial , 2022 - ojs.aaai.org"
"Normalizing flows for probabilistic modeling and inference","G Papamakarios, E Nalisnick, DJ Rezende - The Journal of Machine , 2021 - dl.acm.org"
"A simple language model for task-oriented dialogue","E Hosseini-Asl, B McCann, CS Wu - Advances in Neural , 2020 - proceedings.neurips.cc"
"[Ã¥][B] The principles of deep learning theory","DA Roberts, S Yaida, B Hanin - 2022 - cambridge.org"
"Superglue: Learning feature matching with graph neural networks","PE Sarlin, D DeTone, T Malisiewicz - Proceedings of the , 2020 - openaccess.thecvf.com"
"Meshed-memory transformer for image captioning","M Cornia, M Stefanini, L Baraldi - Proceedings of the , 2020 - openaccess.thecvf.com"
"3d-aware image synthesis via learning structural and textural representations","Y Xu, S Peng, C Yang, Y Shen - Proceedings of the , 2022 - openaccess.thecvf.com"
"Jcs: An explainable covid-19 diagnosis system by joint classification and segmentation","YH Wu, SH Gao, J Mei, J Xu, DP Fan -  on Image Processing, 2021 - ieeexplore.ieee.org"
"Pointasnl: Robust point clouds processing using nonlocal neural networks with adaptive sampling","X Yan, C Zheng, Z Li, S Wang - Proceedings of the IEEE , 2020 - openaccess.thecvf.com"
"Quantifying attention flow in transformers","S Abnar, W Zuidema - arXiv preprint arXiv:2005.00928, 2020 - arxiv.org"
"Deep residual learning in spiking neural networks","W Fang, Z Yu, Y Chen, T Huang - Advances in Neural , 2021 - proceedings.neurips.cc"
"Read like humans: Autonomous, bidirectional and iterative language modeling for scene text recognition","S Fang, H Xie, Y Wang, Z Mao - Proceedings of the , 2021 - openaccess.thecvf.com"
"Deepfakes and beyond: A survey of face manipulation and fake detection","R Tolosana, R Vera-Rodriguez, J Fierrez, A Morales - Information , 2020 - Elsevier"
"Graph learning: A survey","F Xia, K Sun, S Yu, A Aziz, L Wan - IEEE Transactions on , 2021 - ieeexplore.ieee.org"
"Ogb-lsc: A large-scale challenge for machine learning on graphs","W Hu, M Fey, H Ren, M Nakata, Y Dong - arXiv preprint arXiv , 2021 - arxiv.org"
"Membership inference attacks on machine learning: A survey","H Hu, Z Salcic, L Sun, G Dobbie, PS Yu - ACM Computing Surveys , 2022 - dl.acm.org"
"TopFormer: Token pyramid transformer for mobile semantic segmentation","W Zhang, Z Huang, G Luo, T Chen - Proceedings of the , 2022 - openaccess.thecvf.com"
"Multi-agent reinforcement learning: A selective overview of theories and algorithms","K Zhang, Z Yang, T Başar - Handbook of reinforcement learning and , 2021 - Springer"
"Vibe: Video inference for human body pose and shape estimation","M Kocabas, N Athanasiou - Proceedings of the IEEE , 2020 - openaccess.thecvf.com"
"Knowledge distillation and student-teacher learning for visual intelligence: A review and new outlooks","L Wang, KJ Yoon - IEEE transactions on pattern analysis and , 2021 - ieeexplore.ieee.org"
"Magnn: Metapath aggregated graph neural network for heterogeneous graph embedding","X Fu, J Zhang, Z Meng, I King - Proceedings of The Web Conference , 2020 - dl.acm.org"
"Wayformer: Motion forecasting via simple & efficient attention networks","N Nayakanti, R Al-Rfou, A Zhou, K Goel -  on Robotics and , 2023 - ieeexplore.ieee.org"
"Cross-lingual language model pretraining","A Conneau, G Lample - Advances in neural information , 2019 - proceedings.neurips.cc"
"[HTML][HTML] Temporal fusion transformers for interpretable multi-horizon time series forecasting","B Lim, SÖ Ar©¥k, N Loeff, T Pfister - International Journal of Forecasting, 2021 - Elsevier"
" Language models of protein sequences at the scale of evolution enable accurate structure prediction","Z Lin, H Akin, R Rao, B Hie, Z Zhu, W Lu - BioRxiv, 2022 - biorxiv.org"
"Swformer: Sparse window transformer for 3d object detection in point clouds","P Sun, M Tan, W Wang, C Liu, F Xia, Z Leng -  on Computer Vision, 2022 - Springer"
"Retrieval augmentation reduces hallucination in conversation","K Shuster, S Poff, M Chen, D Kiela, J Weston - arXiv preprint arXiv , 2021 - arxiv.org"
"How much knowledge can you pack into the parameters of a language model?","A Roberts, C Raffel, N Shazeer - arXiv preprint arXiv:2002.08910, 2020 - arxiv.org"
"Audiolm: a language modeling approach to audio generation","Z Borsos, R Marinier, D Vincent -  on Audio, Speech , 2023 - ieeexplore.ieee.org"
"Transformer models for text-based emotion detection: a review of BERT-based approaches","FA Acheampong, H Nunoo-Mensah - Artificial Intelligence , 2021 - Springer"
"Cflow-ad: Real-time unsupervised anomaly detection with localization via conditional normalizing flows","D Gudovskiy, S Ishizaka - Proceedings of the IEEE , 2022 - openaccess.thecvf.com"
"Attention is all you need in speech separation","C Subakan, M Ravanelli, S Cornell - ICASSP 2021-2021 , 2021 - ieeexplore.ieee.org"
"An introduction to deep learning in natural language processing: Models, techniques, and tools","I Lauriola, A Lavelli, F Aiolli - Neurocomputing, 2022 - Elsevier"
"Time series data augmentation for deep learning: A survey","Q Wen, L Sun, F Yang, X Song, J Gao, X Wang - arXiv preprint arXiv , 2020 - arxiv.org"
"How can we know what language models know?","Z Jiang, FF Xu, J Araki, G Neubig - Transactions of the Association for , 2020 - direct.mit.edu"
"Self-supervised multi-channel hypergraph convolutional network for social recommendation","J Yu, H Yin, J Li, Q Wang, NQV Hung - Proceedings of the web , 2021 - dl.acm.org"
"A survey of controllable text generation using transformer-based pre-trained language models","H Zhang, H Song, S Li, M Zhou, D Song - ACM Computing Surveys, 2023 - dl.acm.org"
"Efficient self-supervised vision transformers for representation learning","C Li, J Yang, P Zhang, M Gao, B Xiao, X Dai - arXiv preprint arXiv , 2021 - arxiv.org"
"Dialogpt: Large-scale generative pre-training for conversational response generation","Y Zhang, S Sun, M Galley, YC Chen, C Brockett - arXiv preprint arXiv , 2019 - arxiv.org"
"Pushing the limits of semi-supervised learning for automatic speech recognition","Y Zhang, J Qin, DS Park, W Han, CC Chiu - arXiv preprint arXiv , 2020 - arxiv.org"
"Gman: A graph multi-attention network for traffic prediction","C Zheng, X Fan, C Wang, J Qi - Proceedings of the AAAI conference on , 2020 - ojs.aaai.org"
"Deepspeed-moe: Advancing mixture-of-experts inference and training to power next-generation ai scale","S Rajbhandari, C Li, Z Yao, M Zhang - International , 2022 - proceedings.mlr.press"
"Declutr: Deep contrastive learning for unsupervised textual representations","J Giorgi, O Nitski, B Wang, G Bader - arXiv preprint arXiv:2006.03659, 2020 - arxiv.org"
"Transformers: State-of-the-art natural language processing","T Wolf, L Debut, V Sanh, J Chaumond - Proceedings of the , 2020 - aclanthology.org"
"[HTML][HTML] Combined scaling for zero-shot transfer learning","H Pham, Z Dai, G Ghiasi, K Kawaguchi, H Liu, AW Yu - Neurocomputing, 2023 - Elsevier"
"Speaker recognition based on deep learning: An overview","Z Bai, XL Zhang - Neural Networks, 2021 - Elsevier"
"Transvg: End-to-end visual grounding with transformers","J Deng, Z Yang, T Chen, W Zhou - Proceedings of the IEEE , 2021 - openaccess.thecvf.com"
"Social interactions for autonomous driving: A review and perspectives","W Wang, L Wang, C Zhang, C Liu - Foundations and Trends , 2022 - nowpublishers.com"
"Adapterhub: A framework for adapting transformers","J Pfeiffer, A Rücklé, C Poth, A Kamath, I Vulić - arXiv preprint arXiv , 2020 - arxiv.org"
"Huggingface's transformers: State-of-the-art natural language processing","T Wolf, L Debut, V Sanh, J Chaumond - arXiv preprint arXiv , 2019 - arxiv.org"
"Transformer memory as a differentiable search index","Y Tay, V Tran, M Dehghani, J Ni - Advances in , 2022 - proceedings.neurips.cc"
"COVIDSenti: A large-scale benchmark Twitter data set for COVID-19 sentiment analysis","U Naseem, I Razzak, M Khushi - IEEE transactions on , 2021 - ieeexplore.ieee.org"
"Virtex: Learning visual representations from textual annotations","K Desai, J Johnson -  of the IEEE/CVF conference on , 2021 - openaccess.thecvf.com"
"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter","V Sanh, L Debut, J Chaumond, T Wolf - arXiv preprint arXiv:1910.01108, 2019 - arxiv.org"
"[HTML][HTML] The forward physics facility at the high-luminosity LHC","JL Feng, F Kling, MH Reno, J Rojo - Journal of Physics G , 2023 - iopscience.iop.org"
"Temporal graph networks for deep learning on dynamic graphs","E Rossi, B Chamberlain, F Frasca, D Eynard - arXiv preprint arXiv , 2020 - arxiv.org"
"Hyper-parameter optimization: A review of algorithms and applications","T Yu, H Zhu - arXiv preprint arXiv:2003.05689, 2020 - arxiv.org"
"VoxPopuli: A large-scale multilingual speech corpus for representation learning, semi-supervised learning and interpretation","C Wang, M Riviere, A Lee, A Wu, C Talnikar - arXiv preprint arXiv , 2021 - arxiv.org"
"Actbert: Learning global-local video-text representations","L Zhu, Y Yang - Proceedings of the IEEE/CVF conference , 2020 - openaccess.thecvf.com"
"A survey of the state of explainable AI for natural language processing","M Danilevsky, K Qian, R Aharonov, Y Katsis - arXiv preprint arXiv , 2020 - arxiv.org"
"Asam: Adaptive sharpness-aware minimization for scale-invariant learning of deep neural networks","J Kwon, J Kim, H Park, IK Choi - International Conference on , 2021 - proceedings.mlr.press"
"Reformer: The efficient transformer","N Kitaev, ¨© Kaiser, A Levskaya - arXiv preprint arXiv:2001.04451, 2020 - arxiv.org"
"Simpler is better: Few-shot semantic segmentation with classifier weight transformer","Z Lu, S He, X Zhu, L Zhang - Proceedings of the , 2021 - openaccess.thecvf.com"
"Mask-guided spectral-wise transformer for efficient hyperspectral image reconstruction","Y Cai, J Lin, X Hu, H Wang, X Yuan - Proceedings of the , 2022 - openaccess.thecvf.com"
"Electra: Pre-training text encoders as discriminators rather than generators","K Clark, MT Luong, QV Le, CD Manning - arXiv preprint arXiv:2003.10555, 2020 - arxiv.org"
"Albert: A lite bert for self-supervised learning of language representations","Z Lan, M Chen, S Goodman, K Gimpel - arXiv preprint arXiv , 2019 - arxiv.org"
"Deep image deblurring: A survey","K Zhang, W Ren, W Luo, WS Lai, B Stenger - International Journal of , 2022 - Springer"
"Understanding and mitigating gradient flow pathologies in physics-informed neural networks","S Wang, Y Teng, P Perdikaris - SIAM Journal on Scientific Computing, 2021 - SIAM"
"Joint feature learning and relation modeling for tracking: A one-stream framework","B Ye, H Chang, B Ma, S Shan, X Chen - European Conference on , 2022 - Springer"
"Anticipative video transformer","R Girdhar, K Grauman - Proceedings of the IEEE/CVF , 2021 - openaccess.thecvf.com"
"Learning lane graph representations for motion forecasting","M Liang, B Yang, R Hu, Y Chen, R Liao, S Feng - Computer Vision–ECCV , 2020 - Springer"
"Extractive summarization as text matching","M Zhong, P Liu, Y Chen, D Wang, X Qiu - arXiv preprint arXiv , 2020 - arxiv.org"
"Styleswin: Transformer-based gan for high-resolution image generation","B Zhang, S Gu, B Zhang, J Bao - Proceedings of the , 2022 - openaccess.thecvf.com"
"Object-contextual representations for semantic segmentation","Y Yuan, X Chen, J Wang - Computer Vision–ECCV 2020: 16th European , 2020 - Springer"
"Heterofl: Computation and communication efficient federated learning for heterogeneous clients","E Diao, J Ding, V Tarokh - arXiv preprint arXiv:2010.01264, 2020 - arxiv.org"
"Tip-adapter: Training-free clip-adapter for better vision-language modeling","R Zhang, R Fang, W Zhang, P Gao, K Li, J Dai - arXiv preprint arXiv , 2021 - arxiv.org"
"Tinybert: Distilling bert for natural language understanding","X Jiao, Y Yin, L Shang, X Jiang, X Chen, L Li - arXiv preprint arXiv , 2019 - arxiv.org"
"The lottery ticket hypothesis for pre-trained bert networks","T Chen, J Frankle, S Chang, S Liu - Advances in neural , 2020 - proceedings.neurips.cc"
"Semi-supervised city-wide parking availability prediction via hierarchical recurrent graph neural network","W Zhang, H Liu, Y Liu, J Zhou, T Xu - IEEE Transactions on , 2020 - ieeexplore.ieee.org"
"Multi-class token transformer for weakly supervised semantic segmentation","L Xu, W Ouyang, M Bennamoun - Proceedings of the , 2022 - openaccess.thecvf.com"
"Template-based named entity recognition using BART","L Cui, Y Wu, J Liu, S Yang, Y Zhang - arXiv preprint arXiv:2106.01760, 2021 - arxiv.org"
"A survey on evaluation of large language models","Y Chang, X Wang, J Wang, Y Wu, K Zhu - arXiv preprint arXiv , 2023 - arxiv.org"
"Codegen: An open large language model for code with multi-turn program synthesis","E Nijkamp, B Pang, H Hayashi, L Tu, H Wang - arXiv preprint arXiv , 2022 - arxiv.org"
"Bigssl: Exploring the frontier of large-scale semi-supervised learning for automatic speech recognition","Y Zhang, DS Park, W Han, J Qin - IEEE Journal of , 2022 - ieeexplore.ieee.org"
"Parallel WaveGAN: A fast waveform generation model based on generative adversarial networks with multi-resolution spectrogram","R Yamamoto, E Song, JM Kim - ICASSP 2020-2020 IEEE , 2020 - ieeexplore.ieee.org"
"Multiscale Vision Transformers.","H Fan, B Xiong, K Mangalam, Y Li, Z Yan, J Malik - ICCV, 2021 - openreview.net"
"Dive into deep learning","A Zhang, ZC Lipton, M Li, AJ Smola - arXiv preprint arXiv:2106.11342, 2021 - arxiv.org"
"Semantic communication systems for speech transmission","Z Weng, Z Qin - IEEE Journal on Selected Areas in , 2021 - ieeexplore.ieee.org"
"A survey of android malware detection with deep neural models","J Qiu, J Zhang, W Luo, L Pan, S Nepal - ACM Computing Surveys , 2020 - dl.acm.org"
"Uniter: Universal image-text representation learning","YC Chen, L Li, L Yu, A El Kholy, F Ahmed - European conference on , 2020 - Springer"
"From show to tell: A survey on deep learning-based image captioning","M Stefanini, M Cornia, L Baraldi - IEEE transactions on , 2022 - ieeexplore.ieee.org"
"TaBERT: Pretraining for joint understanding of textual and tabular data","P Yin, G Neubig, W Yih, S Riedel - arXiv preprint arXiv:2005.08314, 2020 - arxiv.org"
"Masked world models for visual control","Y Seo, D Hafner, H Liu, F Liu, S James -  on Robot Learning, 2023 - proceedings.mlr.press"
"Sentence-bert: Sentence embeddings using siamese bert-networks","N Reimers, I Gurevych - arXiv preprint arXiv:1908.10084, 2019 - arxiv.org"
"Few-shot incremental learning with continually evolved classifiers","C Zhang, N Song, G Lin, Y Zheng - Proceedings of the , 2021 - openaccess.thecvf.com"
"[HTML][HTML] A survey of deep meta-learning","M Huisman, JN Van Rijn, A Plaat - Artificial Intelligence Review, 2021 - Springer"
"Multimodal learning with transformers: A survey","P Xu, X Zhu, DA Clifton - IEEE Transactions on Pattern Analysis , 2023 - ieeexplore.ieee.org"
"Towards large-scale small object detection: Survey and benchmarks","G Cheng, X Yuan, X Yao, K Yan, Q Zeng -  on Pattern Analysis , 2023 - ieeexplore.ieee.org"
"Deep spectral methods: A surprisingly strong baseline for unsupervised semantic segmentation and localization","L Melas-Kyriazi, C Rupprecht - Proceedings of the , 2022 - openaccess.thecvf.com"
"Deep double descent: Where bigger models and more data hurt","P Nakkiran, G Kaplun, Y Bansal, T Yang - Journal of Statistical , 2021 - iopscience.iop.org"
"Surface representation for point clouds","H Ran, J Liu, C Wang -  of the IEEE/CVF Conference on , 2022 - openaccess.thecvf.com"
"Frozen clip models are efficient video learners","Z Lin, S Geng, R Zhang, P Gao, G de Melo -  on Computer Vision, 2022 - Springer"
"Deep learning-based human pose estimation: A survey","C Zheng, W Wu, C Chen, T Yang, S Zhu, J Shen - ACM Computing , 2023 - dl.acm.org"
"Lxmert: Learning cross-modality encoder representations from transformers","H Tan, M Bansal - arXiv preprint arXiv:1908.07490, 2019 - arxiv.org"
"[HTML][HTML] Deep learning for cardiac image segmentation: a review","C Chen, C Qin, H Qiu, G Tarroni, J Duan - Frontiers in , 2020 - frontiersin.org"
"Sign language transformers: Joint end-to-end sign language recognition and translation","NC Camgoz, O Koller, S Hadfield - Proceedings of the , 2020 - openaccess.thecvf.com"
"Focal attention for long-range interactions in vision transformers","J Yang, C Li, P Zhang, X Dai, B Xiao - Advances in Neural , 2021 - proceedings.neurips.cc"
"Text summarization with pretrained encoders","Y Liu, M Lapata - arXiv preprint arXiv:1908.08345, 2019 - arxiv.org"
"Vl-bert: Pre-training of generic visual-linguistic representations","W Su, X Zhu, Y Cao, B Li, L Lu, F Wei, J Dai - arXiv preprint arXiv , 2019 - arxiv.org"
"Tokenlearner: Adaptive space-time tokenization for videos","M Ryoo, AJ Piergiovanni, A Arnab - Advances in , 2021 - proceedings.neurips.cc"
"Efficiently modeling long sequences with structured state spaces","A Gu, K Goel, C Ré - arXiv preprint arXiv:2111.00396, 2021 - arxiv.org"
"Ctrl: A conditional transformer language model for controllable generation","NS Keskar, B McCann, LR Varshney, C Xiong - arXiv preprint arXiv , 2019 - arxiv.org"
"Unified vision-language pre-training for image captioning and vqa","L Zhou, H Palangi, L Zhang, H Hu, J Corso - Proceedings of the AAAI , 2020 - ojs.aaai.org"
"Resunet++: An advanced architecture for medical image segmentation","D Jha, PH Smedsrud, MA Riegler -  on multimedia (ISM), 2019 - ieeexplore.ieee.org"
"Global context enhanced graph neural networks for session-based recommendation","Z Wang, W Wei, G Cong, XL Li, XL Mao - Proceedings of the 43rd , 2020 - dl.acm.org"
" BERTERS: Multimodal Representation Learning for Expert Recommendation System with Transformer","N Nikzad–Khasmakhia, M Balafara - arXiv preprint arXiv , 2020 - academia.edu"
"Hero: Hierarchical encoder for video+ language omni-representation pre-training","L Li, YC Chen, Y Cheng, Z Gan, L Yu, J Liu - arXiv preprint arXiv , 2020 - arxiv.org"
"Vilbert: Pretraining task-agnostic visiolinguistic representations for vision-and-language tasks","J Lu, D Batra, D Parikh, S Lee - Advances in neural , 2019 - proceedings.neurips.cc"
"Movinets: Mobile video networks for efficient video recognition","D Kondratyuk, L Yuan, Y Li, L Zhang - Proceedings of the , 2021 - openaccess.thecvf.com"
"Autosdf: Shape priors for 3d completion, reconstruction and generation","P Mittal, YC Cheng, M Singh - Proceedings of the , 2022 - openaccess.thecvf.com"
"On the variance of the adaptive learning rate and beyond","L Liu, H Jiang, P He, W Chen, X Liu, J Gao - arXiv preprint arXiv , 2019 - arxiv.org"
"Deep graph library: A graph-centric, highly-performant package for graph neural networks","M Wang, D Zheng, Z Ye, Q Gan, M Li, X Song - arXiv preprint arXiv , 2019 - arxiv.org"
"A survey on instance segmentation: state of the art","AM Hafiz, GM Bhat - International journal of multimedia information , 2020 - Springer"
" Pretrained transformers as universal computation engines","K Lu, A Grover, P Abbeel, I Mordatch - arXiv preprint arXiv:2103.05247, 2021 - cdn.aaai.org"
"DNABERT: pre-trained Bidirectional Encoder Representations from Transformers model for DNA-language in genome","Y Ji, Z Zhou, H Liu, RV Davuluri - Bioinformatics, 2021 - academic.oup.com"
"Inductive biases for deep learning of higher-level cognition","A Goyal, Y Bengio - Proceedings of the Royal Society A, 2022 - royalsocietypublishing.org"
"Roberta: A robustly optimized bert pretraining approach","Y Liu, M Ott, N Goyal, J Du, M Joshi, D Chen - arXiv preprint arXiv , 2019 - arxiv.org"
"Representing long-range context for graph neural networks with global attention","Z Wu, P Jain, M Wright, A Mirhoseini - Advances in , 2021 - proceedings.neurips.cc"
"No fear of heterogeneity: Classifier calibration for federated learning with non-iid data","M Luo, F Chen, D Hu, Y Zhang - Advances in Neural , 2021 - proceedings.neurips.cc"
"Spatio-temporal graph transformer networks for pedestrian trajectory prediction","C Yu, X Ma, J Ren, H Zhao, S Yi -  , Glasgow, UK, August 23–28, 2020 , 2020 - Springer"
"Reinforcement learning for combinatorial optimization: A survey","N Mazyavkina, S Sviridov, S Ivanov - Computers & Operations , 2021 - Elsevier"
"On layer normalization in the transformer architecture","R Xiong, Y Yang, D He, K Zheng - International , 2020 - proceedings.mlr.press"
"Associating objects with transformers for video object segmentation","Z Yang, Y Wei, Y Yang - Advances in Neural Information , 2021 - proceedings.neurips.cc"
"Attention on attention for image captioning","L Huang, W Wang, J Chen - Proceedings of the IEEE , 2019 - openaccess.thecvf.com"
"Persistent anti-muslim bias in large language models","A Abid, M Farooqi, J Zou - Proceedings of the 2021 AAAI/ACM , 2021 - dl.acm.org"
"[HTML][HTML] Med-BERT: pretrained contextualized embeddings on large-scale structured electronic health records for disease prediction","L Rasmy, Y Xiang, Z Xie, C Tao, D Zhi - NPJ digital medicine, 2021 - nature.com"
"Tokenpose: Learning keypoint tokens for human pose estimation","Y Li, S Zhang, Z Wang, S Yang - Proceedings of the , 2021 - openaccess.thecvf.com"
"Emergent tool use from multi-agent autocurricula","B Baker, I Kanitscheider, T Markov, Y Wu - arXiv preprint arXiv , 2019 - arxiv.org"
"A comparative study on transformer vs rnn in speech applications","S Karita, N Chen, T Hayashi, T Hori - 2019 IEEE Automatic , 2019 - ieeexplore.ieee.org"
"Explainable deep learning: A field guide for the uninitiated","G Ras, N Xie, M Van Gerven, D Doran - Journal of Artificial Intelligence , 2022 - jair.org"
"A simple framework for open-vocabulary segmentation and detection","H Zhang, F Li, X Zou, S Liu, C Li - Proceedings of the , 2023 - openaccess.thecvf.com"
"K-bert: Enabling language representation with knowledge graph","W Liu, P Zhou, Z Zhao, Z Wang, Q Ju, H Deng - Proceedings of the , 2020 - ojs.aaai.org"
"Antigen-specific antibody design and optimization with diffusion-based generative models for protein structures","S Luo, Y Su, X Peng, S Wang - Advances in Neural , 2022 - proceedings.neurips.cc"
"Neural collaborative filtering vs. matrix factorization revisited","S Rendle, W Krichene, L Zhang - Proceedings of the 14th , 2020 - dl.acm.org"
"Grandmaster level in StarCraft II using multi-agent reinforcement learning","O Vinyals, I Babuschkin, WM Czarnecki, M Mathieu - Nature, 2019 - nature.com"
"[HTML][HTML] A literature survey of recent advances in chatbots","G Caldarini, S Jaf, K McGarry - Information, 2022 - mdpi.com"
"Knowledge enhanced contextual word representations","ME Peters, M Neumann, RL Logan IV - arXiv preprint arXiv , 2019 - arxiv.org"
"Hift: Hierarchical feature transformer for aerial tracking","Z Cao, C Fu, J Ye, B Li, Y Li - Proceedings of the IEEE/CVF , 2021 - openaccess.thecvf.com"
"nnformer: Interleaved transformer for volumetric segmentation","HY Zhou, J Guo, Y Zhang, L Yu, L Wang - arXiv preprint arXiv , 2021 - arxiv.org"
"12-in-1: Multi-task vision and language representation learning","J Lu, V Goswami, M Rohrbach - Proceedings of the , 2020 - openaccess.thecvf.com"
"Glow-tts: A generative flow for text-to-speech via monotonic alignment search","J Kim, S Kim, J Kong, S Yoon - Advances in Neural , 2020 - proceedings.neurips.cc"
"Regtr: End-to-end point cloud correspondences with transformers","ZJ Yew, GH Lee - Proceedings of the IEEE/CVF conference , 2022 - openaccess.thecvf.com"
"Learning knowledge graph embedding with heterogeneous relation attention networks","Z Li, H Liu, Z Zhang, T Liu - IEEE Transactions on , 2021 - ieeexplore.ieee.org"
"Jukebox: A generative model for music","P Dhariwal, H Jun, C Payne, JW Kim, A Radford - arXiv preprint arXiv , 2020 - arxiv.org"
"A survey on generative diffusion model","H Cao, C Tan, Z Gao, Y Xu, G Chen, PA Heng - arXiv preprint arXiv , 2022 - arxiv.org"
"What can transformers learn in-context? a case study of simple function classes","S Garg, D Tsipras, PS Liang - Advances in Neural , 2022 - proceedings.neurips.cc"
"[HTML][HTML] Transforming machine translation: a deep learning system reaches news translation quality comparable to human professionals","M Popel, M Tomkova, J Tomek, ¨© Kaiser - Nature , 2020 - nature.com"
"Jkt: A joint graph convolutional network based deep knowledge tracing","X Song, J Li, Y Tang, T Zhao, Y Chen, Z Guan - Information Sciences, 2021 - Elsevier"
"[HTML][HTML] A large language model for electronic health records","X Yang, A Chen, N PourNejatian, HC Shin - NPJ Digital , 2022 - nature.com"
"ERNIE-ViLG 2.0: Improving text-to-image diffusion model with knowledge-enhanced mixture-of-denoising-experts","Z Feng, Z Zhang, X Yu, Y Fang, L Li - Proceedings of the , 2023 - openaccess.thecvf.com"
"Masked label prediction: Unified message passing model for semi-supervised classification","Y Shi, Z Huang, S Feng, H Zhong, W Wang - arXiv preprint arXiv , 2020 - arxiv.org"
"Xlnet: Generalized autoregressive pretraining for language understanding","Z Yang, Z Dai, Y Yang, J Carbonell - Advances in neural , 2019 - proceedings.neurips.cc"
"Qplex: Duplex dueling multi-agent q-learning","J Wang, Z Ren, T Liu, Y Yu, C Zhang - arXiv preprint arXiv:2008.01062, 2020 - arxiv.org"
"All tokens matter: Token labeling for training better vision transformers","ZH Jiang, Q Hou, L Yuan, D Zhou - Advances in neural , 2021 - proceedings.neurips.cc"
"Minivit: Compressing vision transformers with weight multiplexing","J Zhang, H Peng, K Wu, M Liu - Proceedings of the , 2022 - openaccess.thecvf.com"
"Disentangled graph collaborative filtering","X Wang, H Jin, A Zhang, X He, T Xu - Proceedings of the 43rd , 2020 - dl.acm.org"
"Rethinking space-time networks with improved memory coverage for efficient video object segmentation","HK Cheng, YW Tai, CK Tang - Advances in Neural , 2021 - proceedings.neurips.cc"
"Asymmetric non-local neural networks for semantic segmentation","Z Zhu, M Xu, S Bai, T Huang - Proceedings of the IEEE , 2019 - openaccess.thecvf.com"
"FLAT: Chinese NER using flat-lattice transformer","X Li, H Yan, X Qiu, X Huang - arXiv preprint arXiv:2004.11795, 2020 - arxiv.org"
"Understanding factuality in abstractive summarization with FRANK: A benchmark for factuality metrics","A Pagnoni, V Balachandran, Y Tsvetkov - arXiv preprint arXiv:2104.13346, 2021 - arxiv.org"
"Software vulnerability detection using deep neural networks: a survey","G Lin, S Wen, QL Han, J Zhang - Proceedings of the , 2020 - ieeexplore.ieee.org"
"Enhancing the locality and breaking the memory bottleneck of transformer on time series forecasting","S Li, X Jin, Y Xuan, X Zhou, W Chen - Advances in neural , 2019 - proceedings.neurips.cc"
"Ernie-vil: Knowledge enhanced vision-language representations through scene graphs","F Yu, J Tang, W Yin, Y Sun, H Tian, H Wu - Proceedings of the AAAI , 2021 - ojs.aaai.org"
"Text2Event: Controllable sequence-to-structure generation for end-to-end event extraction","Y Lu, H Lin, J Xu, X Han, J Tang, A Li, L Sun - arXiv preprint arXiv , 2021 - arxiv.org"
"Exploring the limits of transfer learning with a unified text-to-text transformer","C Raffel, N Shazeer, A Roberts, K Lee - The Journal of Machine , 2020 - dl.acm.org"
"MCVD-masked conditional video diffusion for prediction, generation, and interpolation","V Voleti, A Jolicoeur-Martineau - Advances in Neural , 2022 - proceedings.neurips.cc"
"Chasing sparsity in vision transformers: An end-to-end exploration","T Chen, Y Cheng, Z Gan, L Yuan - Advances in Neural , 2021 - proceedings.neurips.cc"
"An explanation of in-context learning as implicit bayesian inference","SM Xie, A Raghunathan, P Liang, T Ma - arXiv preprint arXiv:2111.02080, 2021 - arxiv.org"
"vq-wav2vec: Self-supervised learning of discrete speech representations","A Baevski, S Schneider, M Auli - arXiv preprint arXiv:1910.05453, 2019 - arxiv.org"
"Class-incremental learning by knowledge distillation with adaptive feature consolidation","M Kang, J Park, B Han -  of the IEEE/CVF conference on , 2022 - openaccess.thecvf.com"
